#Firmware: Tuareg V0.2 2020.10
event,fraction,Timestamp,time
120.0,0.0,1.2124673E7,1.2124673E7
120.0,0.0,5309184.0,5309184.0
122.0,0.0,7405831.0,7405831.0
122.0,0.0,524806.0,524806.0
124.0,0.0,2752517.0,2752517.0
124.0,0.0,1.3041668E7,1.3041668E7
125.0,0.0,1.3369859E7,1.3369859E7
126.0,0.0,1.3435138E7,1.3435138E7
127.0,0.0,8913153.0,8913153.0
127.0,0.0,2097664.0,2097664.0
129.0,0.0,4259847.0,4259847.0
129.0,0.0,1.4155782E7,1.4155782E7
130.0,0.0,1.4746117E7,1.4746117E7
130.0,0.0,8127236.0,8127236.0
132.0,0.0,1.0158339E7,1.0158339E7
133.0,0.0,1.0223618E7,1.0223618E7
134.0,0.0,5701633.0,5701633.0
134.0,0.0,1.5663104E7,1.5663104E7
135.0,0.0,1.6253447E7,1.6253447E7
135.0,0.0,9306886.0,9306886.0
137.0,0.0,1.1534597E7,1.1534597E7
137.0,0.0,5046788.0,5046788.0
139.0,0.0,6946819.0,6946819.0
139.0,0.0,5440258.0,5440258.0
MARK 012
115.0,0.0,1.0682887E7,1.0682887E7
115.0,0.0,3801862.0,3801862.0
117.0,0.0,5898501.0,5898501.0
117.0,0.0,1.6122116E7,1.6122116E7
119.0,0.0,1376259.0,1376259.0
119.0,0.0,1.6581122E7,1.6581122E7
120.0,0.0,1.2124673E7,1.2124673E7
120.0,0.0,5309184.0,5309184.0
122.0,0.0,7405831.0,7405831.0
122.0,0.0,524806.0,524806.0
124.0,0.0,2752517.0,2752517.0
124.0,0.0,1.3041668E7,1.3041668E7
125.0,0.0,1.3369859E7,1.3369859E7
126.0,0.0,1.3435138E7,1.3435138E7
127.0,0.0,8913153.0,8913153.0
127.0,0.0,2097664.0,2097664.0
129.0,0.0,4259847.0,4259847.0
129.0,0.0,1.4155782E7,1.4155782E7
130.0,0.0,1.4746117E7,1.4746117E7
130.0,0.0,8127236.0,8127236.0
132.0,0.0,1.0158339E7,1.0158339E7
133.0,0.0,1.0223618E7,1.0223618E7
134.0,0.0,5701633.0,5701633.0
134.0,0.0,1.5663104E7,1.5663104E7
135.0,0.0,1.6253447E7,1.6253447E7
135.0,0.0,9306886.0,9306886.0
137.0,0.0,1.1534597E7,1.1534597E7
137.0,0.0,5046788.0,5046788.0
139.0,0.0,6946819.0,6946819.0
139.0,0.0,5440258.0,5440258.0
MARK 013
115.0,0.0,1.0682887E7,1.0682887E7
115.0,0.0,3801862.0,3801862.0
117.0,0.0,5898501.0,5898501.0
117.0,0.0,1.6122116E7,1.6122116E7
119.0,0.0,1376259.0,1376259.0
119.0,0.0,1.6581122E7,1.6581122E7
120.0,0.0,1.2124673E7,1.2124673E7
120.0,0.0,5309184.0,5309184.0
122.0,0.0,7405831.0,7405831.0
122.0,0.0,524806.0,524806.0
124.0,0.0,2752517.0,2752517.0
124.0,0.0,1.3041668E7,1.3041668E7
125.0,0.0,1.3369859E7,1.3369859E7
126.0,0.0,1.3435138E7,1.3435138E7
127.0,0.0,8913153.0,8913153.0
127.0,0.0,2097664.0,2097664.0
129.0,0.0,4259847.0,4259847.0
129.0,0.0,1.4155782E7,1.4155782E7
130.0,0.0,1.4746117E7,1.4746117E7
130.0,0.0,8127236.0,8127236.0
132.0,0.0,1.0158339E7,1.0158339E7
133.0,0.0,1.0223618E7,1.0223618E7
134.0,0.0,5701633.0,5701633.0
134.0,0.0,1.5663104E7,1.5663104E7
135.0,0.0,1.6253447E7,1.6253447E7
135.0,0.0,9306886.0,9306886.0
137.0,0.0,1.1534597E7,1.1534597E7
137.0,0.0,5046788.0,5046788.0
139.0,0.0,6946819.0,6946819.0
139.0,0.0,5440258.0,5440258.0
MARK 014
115.0,0.0,1.0682887E7,1.0682887E7
115.0,0.0,3801862.0,3801862.0
117.0,0.0,5898501.0,5898501.0
117.0,0.0,1.6122116E7,1.6122116E7
119.0,0.0,1376259.0,1376259.0
119.0,0.0,1.6581122E7,1.6581122E7
120.0,0.0,1.2124673E7,1.2124673E7
120.0,0.0,5309184.0,5309184.0
122.0,0.0,7405831.0,7405831.0
122.0,0.0,524806.0,524806.0
124.0,0.0,2752517.0,2752517.0
124.0,0.0,1.3041668E7,1.3041668E7
125.0,0.0,1.3369859E7,1.3369859E7
126.0,0.0,1.3435138E7,1.3435138E7
127.0,0.0,8913153.0,8913153.0
127.0,0.0,2097664.0,2097664.0
129.0,0.0,4259847.0,4259847.0
129.0,0.0,1.4155782E7,1.4155782E7
130.0,0.0,1.4746117E7,1.4746117E7
130.0,0.0,8127236.0,8127236.0
132.0,0.0,1.0158339E7,1.0158339E7
133.0,0.0,1.0223618E7,1.0223618E7
134.0,0.0,5701633.0,5701633.0
134.0,0.0,1.5663104E7,1.5663104E7
135.0,0.0,1.6253447E7,1.6253447E7
135.0,0.0,9306886.0,9306886.0
137.0,0.0,1.1534597E7,1.1534597E7
137.0,0.0,5046788.0,5046788.0
139.0,0.0,6946819.0,6946819.0
139.0,0.0,5440258.0,5440258.0
MARK 015
115.0,0.0,1.0682887E7,1.0682887E7
115.0,0.0,3801862.0,3801862.0
117.0,0.0,5898501.0,5898501.0
117.0,0.0,1.6122116E7,1.6122116E7
119.0,0.0,1376259.0,1376259.0
119.0,0.0,1.6581122E7,1.6581122E7
120.0,0.0,1.2124673E7,1.2124673E7
120.0,0.0,5309184.0,5309184.0
122.0,0.0,7405831.0,7405831.0
122.0,0.0,524806.0,524806.0
124.0,0.0,2752517.0,2752517.0
124.0,0.0,1.3041668E7,1.3041668E7
125.0,0.0,1.3369859E7,1.3369859E7
126.0,0.0,1.3435138E7,1.3435138E7
127.0,0.0,8913153.0,8913153.0
127.0,0.0,2097664.0,2097664.0
129.0,0.0,4259847.0,4259847.0
129.0,0.0,1.4155782E7,1.4155782E7
130.0,0.0,1.4746117E7,1.4746117E7
130.0,0.0,8127236.0,8127236.0
132.0,0.0,1.0158339E7,1.0158339E7
133.0,0.0,1.0223618E7,1.0223618E7
134.0,0.0,5701633.0,5701633.0
134.0,0.0,1.5663104E7,1.5663104E7
135.0,0.0,1.6253447E7,1.6253447E7
135.0,0.0,9306886.0,9306886.0
137.0,0.0,1.1534597E7,1.1534597E7
137.0,0.0,5046788.0,5046788.0
139.0,0.0,6946819.0,6946819.0
139.0,0.0,5440258.0,5440258.0
MARK 016
115.0,0.0,1.0682887E7,1.0682887E7
115.0,0.0,3801862.0,3801862.0
117.0,0.0,5898501.0,5898501.0
117.0,0.0,1.6122116E7,1.6122116E7
119.0,0.0,1376259.0,1376259.0
119.0,0.0,1.6581122E7,1.6581122E7
120.0,0.0,1.2124673E7,1.2124673E7
120.0,0.0,5309184.0,5309184.0
122.0,0.0,7405831.0,7405831.0
122.0,0.0,524806.0,524806.0
124.0,0.0,2752517.0,2752517.0
124.0,0.0,1.3041668E7,1.3041668E7
125.0,0.0,1.3369859E7,1.3369859E7
126.0,0.0,1.3435138E7,1.3435138E7
127.0,0.0,8913153.0,8913153.0
127.0,0.0,2097664.0,2097664.0
129.0,0.0,4259847.0,4259847.0
129.0,0.0,1.4155782E7,1.4155782E7
130.0,0.0,1.4746117E7,1.4746117E7
130.0,0.0,8127236.0,8127236.0
132.0,0.0,1.0158339E7,1.0158339E7
133.0,0.0,1.0223618E7,1.0223618E7
134.0,0.0,5701633.0,5701633.0
134.0,0.0,1.5663104E7,1.5663104E7
135.0,0.0,1.6253447E7,1.6253447E7
135.0,0.0,9306886.0,9306886.0
137.0,0.0,1.1534597E7,1.1534597E7
137.0,0.0,5046788.0,5046788.0
139.0,0.0,6946819.0,6946819.0
139.0,0.0,5440258.0,5440258.0
MARK 017
115.0,0.0,1.0682887E7,1.0682887E7
115.0,0.0,3801862.0,3801862.0
117.0,0.0,5898501.0,5898501.0
117.0,0.0,1.6122116E7,1.6122116E7
119.0,0.0,1376259.0,1376259.0
119.0,0.0,1.6581122E7,1.6581122E7
120.0,0.0,1.2124673E7,1.2124673E7
120.0,0.0,5309184.0,5309184.0
122.0,0.0,7405831.0,7405831.0
122.0,0.0,524806.0,524806.0
124.0,0.0,2752517.0,2752517.0
124.0,0.0,1.3041668E7,1.3041668E7
125.0,0.0,1.3369859E7,1.3369859E7
126.0,0.0,1.3435138E7,1.3435138E7
127.0,0.0,8913153.0,8913153.0
127.0,0.0,2097664.0,2097664.0
129.0,0.0,4259847.0,4259847.0
129.0,0.0,1.4155782E7,1.4155782E7
130.0,0.0,1.4746117E7,1.4746117E7
130.0,0.0,8127236.0,8127236.0
132.0,0.0,1.0158339E7,1.0158339E7
133.0,0.0,1.0223618E7,1.0223618E7
134.0,0.0,5701633.0,5701633.0
134.0,0.0,1.5663104E7,1.5663104E7
135.0,0.0,1.6253447E7,1.6253447E7
135.0,0.0,9306886.0,9306886.0
137.0,0.0,1.1534597E7,1.1534597E7
137.0,0.0,5046788.0,5046788.0
139.0,0.0,6946819.0,6946819.0
139.0,0.0,5440258.0,5440258.0
MARK 018
115.0,0.0,1.0682887E7,1.0682887E7
115.0,0.0,3801862.0,3801862.0
117.0,0.0,5898501.0,5898501.0
117.0,0.0,1.6122116E7,1.6122116E7
119.0,0.0,1376259.0,1376259.0
119.0,0.0,1.6581122E7,1.6581122E7
120.0,0.0,1.2124673E7,1.2124673E7
120.0,0.0,5309184.0,5309184.0
122.0,0.0,7405831.0,7405831.0
122.0,0.0,524806.0,524806.0
124.0,0.0,2752517.0,2752517.0
124.0,0.0,1.3041668E7,1.3041668E7
125.0,0.0,1.3369859E7,1.3369859E7
126.0,0.0,1.3435138E7,1.3435138E7
127.0,0.0,8913153.0,8913153.0
127.0,0.0,2097664.0,2097664.0
129.0,0.0,4259847.0,4259847.0
129.0,0.0,1.4155782E7,1.4155782E7
130.0,0.0,1.4746117E7,1.4746117E7
130.0,0.0,8127236.0,8127236.0
132.0,0.0,1.0158339E7,1.0158339E7
133.0,0.0,1.0223618E7,1.0223618E7
134.0,0.0,5701633.0,5701633.0
134.0,0.0,1.5663104E7,1.5663104E7
135.0,0.0,1.6253447E7,1.6253447E7
135.0,0.0,9306886.0,9306886.0
137.0,0.0,1.1534597E7,1.1534597E7
137.0,0.0,5046788.0,5046788.0
139.0,0.0,6946819.0,6946819.0
139.0,0.0,5440258.0,5440258.0
MARK 019
115.0,0.0,1.0682887E7,1.0682887E7
115.0,0.0,3801862.0,3801862.0
117.0,0.0,5898501.0,5898501.0
117.0,0.0,1.6122116E7,1.6122116E7
119.0,0.0,1376259.0,1376259.0
119.0,0.0,1.6581122E7,1.6581122E7
120.0,0.0,1.2124673E7,1.2124673E7
120.0,0.0,5309184.0,5309184.0
122.0,0.0,7405831.0,7405831.0
122.0,0.0,524806.0,524806.0
124.0,0.0,2752517.0,2752517.0
124.0,0.0,1.3041668E7,1.3041668E7
125.0,0.0,1.3369859E7,1.3369859E7
126.0,0.0,1.3435138E7,1.3435138E7
127.0,0.0,8913153.0,8913153.0
127.0,0.0,2097664.0,2097664.0
129.0,0.0,4259847.0,4259847.0
129.0,0.0,1.4155782E7,1.4155782E7
130.0,0.0,1.4746117E7,1.4746117E7
130.0,0.0,8127236.0,8127236.0
132.0,0.0,1.0158339E7,1.0158339E7
133.0,0.0,1.0223618E7,1.0223618E7
134.0,0.0,5701633.0,5701633.0
134.0,0.0,1.5663104E7,1.5663104E7
135.0,0.0,1.6253447E7,1.6253447E7
135.0,0.0,9306886.0,9306886.0
137.0,0.0,1.1534597E7,1.1534597E7
137.0,0.0,5046788.0,5046788.0
139.0,0.0,6946819.0,6946819.0
139.0,0.0,5440258.0,5440258.0
MARK 020
115.0,0.0,1.0682887E7,1.0682887E7
115.0,0.0,3801862.0,3801862.0
